32.20201111  0.00000000
2.31059599  -1.55492759
0.28301656  -0.04962206
1.29999566  -0.54755735
-0.25862625  3.08711863
0.18441594  3.03641939
0.41040540  1.66310859
2.27296305  -1.30139697
-0.98170489  -0.90303880
-0.22577596  -1.36714649
-1.59535897  -2.25098085
2.86520195  1.86252272
1.59200561  -0.05878067
-0.02226932  -0.43463552
-2.29539847  0.99243641
0.33622116  0.25674576
-0.51530069  1.06030452
2.06866908  -1.43476546
-2.29375076  -0.03986785
0.13954690  1.45440912
0.98247534  1.48301148
-3.83043671  1.38330042
-1.74008882  1.28970957
-1.33337939  -1.40885782
1.21938658  -1.93939710
0.86787421  0.80201966
-2.44839811  -1.61175716
1.38918400  -2.83409214
0.03823110  -0.14636195
-1.22119892  -3.15482855
0.05757870  0.72741103
-1.00210238  0.17069864
-4.49879074  0.00000000
-1.00210309  -0.17069763
0.05757917  -0.72741133
-1.22119856  3.15483022
0.03823069  0.14636195
1.38918388  2.83409166
-2.44839835  1.61175752
0.86787415  -0.80201972
1.21938741  1.93939686
-1.33337927  1.40885878
-1.74008882  -1.28970921
-3.83043623  -1.38329923
0.98247540  -1.48301148
0.13954630  -1.45440912
-2.29375005  0.03986832
2.06866789  1.43476510
-0.51530081  -1.06030452
0.33622080  -0.25674582
-2.29539919  -0.99243641
-0.02227006  0.43463534
1.59200597  0.05877990
2.86520100  -1.86252439
-1.59535897  2.25098085
-0.22577560  1.36714649
-0.98170441  0.90303904
2.27296329  1.30139673
0.41040516  -1.66310942
0.18441468  -3.03641891
-0.25862679  -3.08711767
1.29999554  0.54755628
0.28301561  0.04962203
2.31059575  1.55492640
